8,288,0
8,288,1
8,289,0
8,289,1
8,290,0
8,290,1
8,291,0
8,291,1
8,292,0
8,292,1
8,293,0
8,293,1
8,294,0
8,294,1
8,295,0
8,295,1
8,296,0
8,296,1
8,297,0
8,297,1
8,298,0
8,298,1
8,299,0
8,299,1
8,300,0
8,300,1
8,301,0
8,301,1
8,302,0
8,302,1
8,303,0
8,303,1
8,304,0
8,304,1
8,305,0
8,305,1
8,306,0
8,306,1
8,307,0
8,307,1
8,308,0
8,308,1
8,309,0
8,309,1
8,310,0
8,310,1
8,311,0
8,311,1
8,312,0
8,312,1
8,313,0
8,313,1
8,314,0
8,314,1
8,315,0
8,315,1
8,316,0
8,316,1
8,317,0
8,317,1
8,318,0
8,318,1
8,319,0
8,319,1
8,320,0
8,320,1
8,321,0
8,321,1
8,322,0
8,322,1
8,323,0
8,323,1
8,324,0
8,324,1
8,325,0
8,325,1
8,326,0
8,326,1
8,327,0
8,327,1
8,328,0
8,328,1
8,329,0
8,329,1
8,330,0
8,330,1
8,331,0
8,331,1
8,332,0
8,332,1
8,333,0
8,333,1
8,334,0
8,334,1
8,335,0
8,335,1
8,336,0
8,336,1
8,337,0
8,337,1
8,338,0
8,338,1
8,339,0
8,339,1
8,340,0
8,340,1
8,341,0
8,341,1
8,342,0
8,342,1
8,343,0
8,343,1
8,344,0
8,344,1
8,345,0
8,345,1
8,346,0
8,346,1
8,347,0
8,347,1
8,348,0
8,348,1
8,349,0
8,349,1
8,350,0
8,350,1
8,351,0
8,351,1
8,352,0
8,352,1
8,353,0
8,353,1
8,354,0
8,354,1
8,355,0
8,355,1
8,356,0
8,356,1
8,357,0
8,357,1
8,358,0
8,358,1
8,359,0
8,359,1
8,360,0
8,360,1
8,361,0
8,361,1
8,362,0
8,362,1
8,363,0
8,363,1
8,364,0
8,364,1
8,365,0
8,365,1
8,366,0
8,366,1
8,367,0
8,367,1
8,368,0
8,368,1
8,369,0
8,369,1
8,370,0
8,370,1
8,371,0
8,371,1
8,372,0
8,372,1
8,373,0
8,373,1
8,374,0
8,374,1
8,375,0
8,375,1
8,376,0
8,376,1
8,377,0
8,377,1
8,378,0
8,378,1
8,379,0
8,379,1
8,380,0
8,380,1
8,381,0
8,381,1
8,382,0
8,382,1
8,383,0
8,383,1
