(0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(-1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 3 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 3 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 3 >= 0
(0, 1, -1, 0, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 3 >= 0
(-1, 0, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 17) x + 3 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, -1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, 0, 1, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(-1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 17) x + 2 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 17) x + 1 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 17) x + 1 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, -1, 0, 17) x + 1 >= 0
(0, 1, 0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 1 >= 0
(0, 1, 0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 1 >= 0
(0, 1, -1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 1 >= 0
(-1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, 17) x + 1 >= 0
(0, 1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, 17) x + 1 >= 0
